Status,ID,Application_order,Previous_qualification_grade,Admission_grade,Age_at_enrollment,Curricular_units_credited,Curricular_units_approved,Curricular_units_enrolled,Curricular_units_evaluations,Curricular_units_without_evaluations,Curricular_units_grade,Marital_status,Application_mode,Course,Daytime_evening_attendance,Previous_qualification,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder
Dropout,3424,1,130.0,134.2,20,0,0,10,18,10,0.0,Single,General Continent,Health and Care,1,02,02,02,Administrative Staff,Professionals and Specialists,0,1,0,0
Dropout,3425,2,160.0,96.0,29,3,3,10,15,0,6.166666666666667,In Relationship,Transfer and Change,Social Services and Management,1,02,01,01,Unskilled Workers,Unskilled Workers,0,0,0,0
Enrolled,3426,1,100.0,101.8,24,0,7,10,16,0,10.9,Single,General Continent,Social Services and Management,1,02,01,01,Service Workers and Sellers,Service Workers and Sellers,0,1,0,0
Graduate,3427,1,136.0,125.2,20,0,12,12,17,0,11.5,Single,General Continent,Social Services and Management,1,02,02,02,Administrative Staff,Intermediate Level Technicians and Professions,0,1,0,0
Dropout,3428,1,117.0,100.0,27,0,10,12,12,0,13.416666666666668,Single,Transfer and Change,Social Services and Management,0,02,01,01,Unskilled Workers,Unskilled Workers,0,1,0,0
Dropout,3429,1,140.0,140.0,23,0,0,10,0,0,0.0,In Relationship,Other,Social Services and Management,1,03,01,01,Unskilled Workers,Unskilled Workers,0,1,0,0
Graduate,3430,1,132.0,120.0,23,0,12,12,12,0,14.75,Single,Transfer and Change,Design and Creativity,1,02,02,02,Service Workers and Sellers,Service Workers and Sellers,0,1,0,1
Graduate,3431,3,147.0,134.3,18,0,14,16,16,0,14.2,Single,General Continent,Health and Care,1,02,02,02,Administrative Staff,Administrative Staff,0,1,0,0
Graduate,3432,1,158.0,144.7,19,0,12,12,12,0,14.75,Single,General Continent,Social Services and Management,1,02,01,01,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,0,1
Dropout,3433,6,142.0,131.9,19,0,15,15,15,0,14.01517857142857,Single,General Continent,Health and Care,1,02,02,01,Administrative Staff,Unskilled Workers,0,1,0,0
Dropout,3434,1,143.0,136.7,18,0,12,12,12,0,13.916666666666668,Single,General Continent,Social Services and Management,1,02,02,01,Installation and Machine Operators and Assembly Workers,Installation and Machine Operators and Assembly Workers,0,1,0,1
Graduate,3435,2,135.0,129.8,19,0,12,12,13,0,12.416666666666668,Single,General Continent,Design and Creativity,1,02,02,02,Administrative Staff,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,0,0
Graduate,3436,1,160.0,146.5,18,0,12,12,17,0,13.464285714285715,Single,General Continent,Social Services and Management,1,02,02,01,Administrative Staff,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,0,1
Enrolled,3437,1,120.0,122.5,29,16,17,25,35,0,10.416666666666668,Single,Transfer and Change,Social Services and Management,0,02,01,01,Unskilled Workers,Installation and Machine Operators and Assembly Workers,0,1,0,0
Graduate,3438,2,133.1,117.8,24,0,14,15,19,0,11.689583333333333,Single,Other,Health and Care,1,01,01,01,Intermediate Level Technicians and Professions,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,0,0
Dropout,3439,2,133.1,106.0,19,0,4,14,28,0,11.875,Single,General Continent,Health and Care,1,02,01,01,Unskilled Workers,Installation and Machine Operators and Assembly Workers,0,1,0,0
Enrolled,3440,1,133.0,119.0,19,0,13,14,17,0,11.982142857142858,Single,General Continent,Health and Care,1,02,02,01,Administrative Staff,Unskilled Workers,0,1,0,0
Enrolled,3441,1,120.0,115.1,19,0,8,12,19,0,12.645833333333332,Single,General Continent,Social Services and Management,1,02,01,02,Administrative Staff,Installation and Machine Operators and Assembly Workers,0,1,0,0
Graduate,3442,4,106.0,116.9,20,0,11,12,15,0,11.95,Single,General Continent,Agriculture and Environtment,1,02,01,02,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,0,0
Graduate,3443,2,148.0,141.7,18,0,12,12,12,0,13.25,Single,General Continent,Social Services and Management,1,02,02,02,Unskilled Workers,Unskilled Workers,0,1,0,0
Dropout,3444,2,134.0,127.7,18,1,10,12,19,1,11.523809523809524,Single,General Continent,Design and Creativity,1,02,02,02,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,0,0,0,0
Graduate,3445,5,130.0,122.1,19,0,14,15,18,0,12.358035714285714,Single,General Continent,Health and Care,1,02,02,02,Unskilled Workers,Service Workers and Sellers,0,1,0,1
Dropout,3446,1,150.0,153.5,19,0,12,12,13,0,15.19047619047619,Single,Special Contingent,Health and Care,1,02,03,03,Professionals and Specialists,Professionals and Specialists,0,1,0,0
Graduate,3447,1,141.0,141.4,18,0,0,0,0,0,0.0,Single,General Continent,Design and Creativity,1,02,02,02,Service Workers and Sellers,Installation and Machine Operators and Assembly Workers,0,1,0,1
Graduate,3448,1,140.0,135.8,19,0,12,12,13,0,13.0,Single,General Continent,Social Services and Management,1,02,02,01,Unskilled Workers,Agricultural and Forestry Workers,0,1,0,1
Graduate,3449,2,138.0,127.5,18,0,15,15,16,0,14.537301587301588,Single,General Continent,Health and Care,1,02,03,03,Professionals and Specialists,Professionals and Specialists,0,1,0,1
Enrolled,3450,1,130.0,151.6,24,0,10,10,17,0,12.205357142857142,Single,Other,Social Services and Management,0,02,01,01,Unskilled Workers,Unskilled Workers,0,1,0,0
Enrolled,3451,1,133.1,121.4,28,0,9,14,19,0,13.4375,Single,Other,Health and Care,1,02,02,02,Service Workers and Sellers,Agricultural and Forestry Workers,1,1,0,0
Graduate,3452,1,133.0,100.0,20,2,14,16,16,0,11.571428571428571,Single,Transfer and Change,Health and Care,1,02,02,02,Administrative Staff,Administrative Staff,0,1,0,0
Graduate,3453,6,150.0,131.5,19,0,14,16,16,0,12.657142857142857,Single,General Continent,Health and Care,1,02,01,01,Unskilled Workers,Unskilled Workers,0,1,0,1
Dropout,3454,1,117.0,109.3,22,0,3,10,20,1,10.0,Single,General Continent,Social Services and Management,1,02,01,01,Unskilled Workers,Unskilled Workers,0,0,0,0
Graduate,3455,1,145.0,127.9,19,0,12,12,13,0,13.44047619047619,Single,General Continent,Social Services and Management,1,02,02,02,Agricultural and Forestry Workers,Service Workers and Sellers,0,1,0,0
Graduate,3456,1,140.0,140.0,36,14,24,25,37,0,13.035714285714285,Single,Other,Social Services and Management,1,03,01,01,Unskilled Workers,Unskilled Workers,0,1,0,0
Graduate,3457,1,160.0,160.0,19,0,12,12,16,0,14.666666666666668,Single,Other,Agriculture and Environtment,1,03,01,01,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,0,1
Graduate,3458,1,125.0,119.8,18,0,11,12,17,0,11.857142857142858,Single,General Continent,Social Services and Management,1,02,05,03,Professionals and Specialists,Professionals and Specialists,0,1,0,0
Dropout,3459,4,133.1,153.0,40,0,0,10,15,0,0.0,In Relationship,Transfer and Change,Social Services and Management,0,01,01,01,Unskilled Workers,Unskilled Workers,0,0,0,0
Graduate,3460,2,139.0,125.0,19,0,12,14,14,0,12.9,Single,General Continent,Health and Care,1,02,01,01,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,0,1
Enrolled,3461,1,130.0,103.7,38,2,10,16,24,2,13.126,In Relationship,Transfer and Change,Health and Care,1,02,01,01,Unskilled Workers,Unskilled Workers,0,1,0,0
Dropout,3462,1,120.0,120.0,32,7,7,19,33,4,11.583333333333332,Single,Other,Health and Care,1,03,01,01,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",0,1,0,0
Enrolled,3463,1,160.0,146.0,19,0,8,12,21,0,11.066666666666666,Single,General Continent,Basic Education,1,02,02,01,Unskilled Workers,Unskilled Workers,0,1,0,0
Graduate,3464,3,120.0,116.9,19,0,12,12,13,0,13.464285714285715,Single,General Continent,Design and Creativity,1,02,03,02,Administrative Staff,Administrative Staff,0,1,0,0
Dropout,3465,1,130.0,117.9,35,0,0,6,1,1,0.0,In Relationship,Other,Social Services and Management,1,02,01,01,Unskilled Workers,Unskilled Workers,0,1,0,0
Enrolled,3466,1,124.0,128.6,20,0,6,9,9,0,11.75,Single,General Continent,Social Services and Management,1,02,01,02,Intermediate Level Technicians and Professions,Armed Forces Professions,0,1,0,0
Graduate,3467,1,150.0,135.0,29,4,15,16,21,0,11.258928571428571,Single,General Continent,Basic Education,1,02,02,02,Intermediate Level Technicians and Professions,Administrative Staff,0,1,0,0
Enrolled,3468,1,140.0,124.6,29,0,9,10,21,0,10.825,Single,General Continent,Social Services and Management,0,02,01,01,Unskilled Workers,Unskilled Workers,0,1,0,0
Enrolled,3469,5,135.0,124.0,19,0,14,16,16,2,12.771428571428572,Single,General Continent,Health and Care,1,02,01,01,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",0,1,0,1
Graduate,3470,6,143.0,129.5,18,0,14,16,16,0,13.79857142857143,Single,General Continent,Health and Care,1,02,01,02,"Skilled Workers in Industry, Construction, and Craftsmen",Unskilled Workers,0,1,0,1
Graduate,3471,1,100.0,111.3,25,0,12,12,13,0,13.416666666666668,In Relationship,Other,Social Services and Management,0,01,01,02,Students,Armed Forces Professions,1,0,0,0
Dropout,3472,1,133.1,95.0,50,0,0,11,17,0,0.0,In Relationship,Other,Social Services and Management,0,01,01,01,Unskilled Workers,Unskilled Workers,1,0,0,0
Dropout,3473,1,133.1,131.8,24,27,27,29,32,0,12.101648351648354,In Relationship,General Continent,Social Services and Management,1,02,00,00,Students,Students,0,1,0,0
Dropout,3474,5,132.0,119.1,18,0,0,10,19,0,0.0,Single,General Continent,Technology and Engineering,1,02,01,02,Service Workers and Sellers,Intermediate Level Technicians and Professions,0,1,0,0
Graduate,3475,1,131.0,125.4,20,0,11,12,26,0,15.06043956043956,Single,General Continent,Health and Care,1,02,01,01,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,0,0
Graduate,3476,1,147.0,140.7,20,24,31,31,32,0,14.795546558704453,Single,Special Contingent,Agriculture and Environtment,1,02,02,01,Administrative Staff,Unskilled Workers,1,1,0,1
Dropout,3477,1,141.0,131.9,21,11,11,20,37,0,11.95,Single,Transfer and Change,Social Services and Management,0,02,01,01,Unskilled Workers,Unskilled Workers,0,1,0,0
Enrolled,3478,1,160.0,124.0,28,2,8,14,32,0,10.5,Single,Other,Social Services and Management,1,02,01,02,Unskilled Workers,Intermediate Level Technicians and Professions,1,1,1,0
Graduate,3479,1,135.0,139.2,19,0,12,12,12,0,13.083333333333332,Single,General Continent,Agriculture and Environtment,1,02,01,01,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,1,1
Graduate,3480,1,133.0,121.8,18,0,16,16,16,0,12.93875,Single,General Continent,Health and Care,1,02,01,01,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,1,1
Graduate,3481,1,142.0,132.9,22,0,0,0,0,0,0.0,Single,General Continent,Design and Creativity,1,02,01,01,Unskilled Workers,Unskilled Workers,0,1,1,0
Dropout,3482,1,130.0,130.0,25,0,0,12,14,0,0.0,Single,Other,Agriculture and Environtment,1,03,01,01,Unskilled Workers,Armed Forces Professions,0,1,1,0
Dropout,3483,1,133.1,130.1,37,0,10,14,19,0,12.940000000000001,In Relationship,Other,Health and Care,1,02,01,01,Unskilled Workers,Unskilled Workers,0,0,1,0
Dropout,3484,1,133.1,124.5,38,0,9,14,22,0,11.99625,Single,Other,Health and Care,1,02,01,01,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",0,0,1,0
Dropout,3485,1,130.0,162.3,36,0,8,12,25,0,11.366666666666667,In Relationship,Other,Social Services and Management,1,02,02,01,Unskilled Workers,Unskilled Workers,0,1,1,0
Graduate,3486,2,149.0,137.8,18,0,14,16,16,0,13.0,Single,General Continent,Health and Care,1,02,02,02,Unskilled Workers,Unskilled Workers,0,1,1,0
Dropout,3487,1,130.0,119.5,19,0,0,11,5,0,0.0,Single,General Continent,Social Services and Management,1,02,02,02,Students,Students,0,0,1,0
Dropout,3488,1,150.0,110.0,24,0,5,10,21,2,12.416666666666668,Single,Other,Agriculture and Environtment,1,02,02,02,Administrative Staff,Armed Forces Professions,1,1,1,0
Graduate,3489,1,106.0,105.0,20,0,10,12,18,0,11.583333333333332,Single,General Continent,Social Services and Management,1,02,02,02,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,0,1,1,0
Dropout,3490,1,162.0,142.8,21,0,0,0,0,0,0.0,Single,General Continent,Design and Creativity,1,02,01,01,Unskilled Workers,Unskilled Workers,0,1,1,0
Dropout,3491,3,120.0,128.2,32,0,0,10,10,0,0.0,In Relationship,Transfer and Change,Social Services and Management,0,02,01,01,Unskilled Workers,Unskilled Workers,0,1,1,0
Dropout,3492,1,133.1,120.0,39,0,1,10,14,0,5.0,In Relationship,Other,Social Services and Management,0,01,01,01,"Skilled Workers in Industry, Construction, and Craftsmen",Installation and Machine Operators and Assembly Workers,0,1,1,0
Dropout,3493,1,130.0,130.0,33,0,0,10,11,0,0.0,Single,Other,Technology and Engineering,1,03,01,01,Unskilled Workers,Unskilled Workers,0,0,1,0
Graduate,3494,2,128.0,121.7,20,0,9,10,10,0,11.575,Single,General Continent,Social Services and Management,1,02,01,01,Service Workers and Sellers,Installation and Machine Operators and Assembly Workers,0,1,1,1
Graduate,3495,1,124.0,116.0,19,0,12,12,18,0,14.8,Single,General Continent,Agriculture and Environtment,1,02,01,02,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,1,0
Dropout,3496,1,133.1,133.2,43,0,5,10,25,0,11.15,In Relationship,Other,Social Services and Management,0,02,01,01,Service Workers and Sellers,Installation and Machine Operators and Assembly Workers,0,0,1,0
Dropout,3497,1,114.0,116.7,49,0,8,10,16,1,12.466666666666667,In Relationship,Transfer and Change,Social Services and Management,0,02,01,01,"Skilled Workers in Industry, Construction, and Craftsmen",Installation and Machine Operators and Assembly Workers,0,1,1,0
Graduate,3498,2,140.0,126.4,18,0,12,12,14,0,13.083333333333332,Single,General Continent,Social Services and Management,1,02,01,01,Service Workers and Sellers,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,1,1
Enrolled,3499,1,160.0,140.0,27,0,0,12,12,0,0.0,Single,Other,Agriculture and Environtment,1,02,02,01,Unskilled Workers,Unskilled Workers,0,1,1,0
Dropout,3500,1,122.0,120.3,19,0,10,10,17,0,13.1,Single,General Continent,Social Services and Management,1,02,02,02,Unskilled Workers,Unskilled Workers,0,1,1,1
Dropout,3501,1,140.0,118.0,45,0,6,12,12,0,6.75,Single,Other,Design and Creativity,1,02,01,01,Unskilled Workers,Armed Forces Professions,1,1,1,1
Graduate,3502,1,160.0,149.5,19,0,12,12,14,0,13.0,Single,International,Social Services and Management,1,02,01,01,Unskilled Workers,Unskilled Workers,0,0,1,0
Graduate,3503,1,130.0,130.0,21,0,10,12,23,0,11.732142857142858,Single,Other,Agriculture and Environtment,1,03,02,03,Unskilled Workers,Agricultural and Forestry Workers,0,1,1,1
Graduate,3504,1,141.0,126.3,18,0,11,12,15,0,12.583333333333332,Single,General Continent,Social Services and Management,1,02,02,02,Service Workers and Sellers,Unskilled Workers,0,1,1,1
Dropout,3505,3,127.0,116.2,18,0,0,10,23,1,0.0,Single,General Continent,Social Services and Management,1,02,01,01,Service Workers and Sellers,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,1,0
Dropout,3506,1,126.0,126.0,29,0,0,12,18,6,0.0,Single,General Continent,Agriculture and Environtment,1,02,01,01,Service Workers and Sellers,Professionals and Specialists,0,0,1,0
Graduate,3507,1,131.0,122.3,19,0,10,10,11,0,11.55,Single,General Continent,Social Services and Management,1,02,02,02,Administrative Staff,Unskilled Workers,0,1,1,0
Enrolled,3508,1,130.0,119.5,18,0,8,10,13,0,11.75,Single,General Continent,Social Services and Management,1,02,02,02,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,1,1
Graduate,3509,1,130.0,131.8,22,7,15,16,17,0,12.330357142857142,Single,Other,Design and Creativity,1,03,02,02,Unskilled Workers,Unskilled Workers,0,1,1,1
Dropout,3510,6,140.0,130.7,18,0,15,15,18,0,12.762063492063492,Single,General Continent,Health and Care,1,02,02,02,Administrative Staff,Intermediate Level Technicians and Professions,0,1,1,1
Enrolled,3511,1,140.0,140.0,20,3,7,12,23,0,13.7,Single,Other,Agriculture and Environtment,1,03,02,02,Administrative Staff,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,1,0
Dropout,3512,1,140.0,129.5,20,0,0,0,0,0,0.0,Single,General Continent,Design and Creativity,1,02,02,02,Professionals and Specialists,Professionals and Specialists,0,1,1,0
Dropout,3513,1,133.1,130.0,29,0,1,12,23,0,7.0,In Relationship,Other,Social Services and Management,1,01,01,01,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",1,1,1,1
Dropout,3514,1,120.0,114.0,29,0,7,10,18,0,11.458333333333332,Single,Other,Social Services and Management,1,02,02,02,Other,Administrative Staff,0,1,1,0
Enrolled,3515,1,121.0,121.0,23,0,5,12,23,0,12.125,Single,Transfer and Change,Social Services and Management,1,02,02,02,Administrative Staff,Service Workers and Sellers,0,1,1,0
Dropout,3516,1,123.0,116.4,19,0,0,0,0,0,0.0,Single,General Continent,Design and Creativity,1,02,03,01,Professionals and Specialists,Unskilled Workers,1,1,1,0
Dropout,3517,1,136.0,121.7,18,0,1,10,21,3,6.0,Single,General Continent,Technology and Engineering,1,02,01,01,Unskilled Workers,Unskilled Workers,0,1,1,0
Dropout,3518,1,136.0,130.0,22,4,6,12,25,0,12.0,In Relationship,Transfer and Change,Agriculture and Environtment,1,02,04,04,Intermediate Level Technicians and Professions,Professionals and Specialists,0,1,1,0
Dropout,3519,1,120.0,120.0,34,10,13,20,20,0,11.607142857142858,Single,Transfer and Change,Social Services and Management,0,02,01,01,Unskilled Workers,Unskilled Workers,1,1,1,0
Graduate,3520,1,160.0,125.0,26,0,10,10,14,0,13.157142857142857,Single,Transfer and Change,Social Services and Management,0,05,03,03,Professionals and Specialists,Professionals and Specialists,0,1,1,0
Dropout,3521,1,125.0,134.1,24,24,25,34,44,0,11.446428571428571,Single,General Continent,Design and Creativity,1,02,01,01,"Skilled Workers in Industry, Construction, and Craftsmen",Unskilled Workers,0,1,1,0
Graduate,3522,1,146.0,149.5,17,0,12,12,16,0,14.151785714285715,Single,General Continent,Social Services and Management,1,02,02,02,Unskilled Workers,Installation and Machine Operators and Assembly Workers,0,1,1,1
Enrolled,3523,4,117.0,113.2,21,0,5,10,21,0,10.166666666666668,Single,Transfer and Change,Social Services and Management,1,02,03,03,Administrative Staff,Administrative Staff,0,1,1,0
Enrolled,3524,1,150.0,146.0,34,0,10,10,10,0,14.399999999999999,In Relationship,Other,Social Services and Management,0,02,02,05,Administrative Staff,Professionals and Specialists,0,1,1,0
Graduate,3525,1,140.0,140.0,19,0,12,12,17,0,13.107142857142858,Single,Other,Agriculture and Environtment,1,03,02,01,Agricultural and Forestry Workers,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,1,0
Dropout,3526,1,111.0,162.4,49,6,10,19,23,0,11.399999999999999,In Relationship,Other,Agriculture and Environtment,1,02,02,03,Administrative Staff,Professionals and Specialists,1,0,1,0
Dropout,3527,1,120.0,136.6,23,0,11,14,28,0,12.07,Single,Transfer and Change,Health and Care,1,02,04,05,Administrative Staff,Service Workers and Sellers,0,1,1,0
Dropout,3528,3,111.0,111.0,18,0,7,10,19,0,12.899999999999999,Single,General Continent,Technology and Engineering,1,02,02,02,Unskilled Workers,Installation and Machine Operators and Assembly Workers,0,1,1,0
Enrolled,3529,1,118.0,115.7,20,0,12,15,18,0,13.087499999999999,Single,General Continent,Health and Care,1,02,02,02,Administrative Staff,Armed Forces Professions,0,1,1,0
Graduate,3530,3,106.0,105.7,19,0,11,12,15,0,13.566666666666666,Single,General Continent,Social Services and Management,1,02,03,02,Professionals and Specialists,Intermediate Level Technicians and Professions,0,1,1,0
Enrolled,3531,1,120.0,128.2,24,9,17,19,25,0,13.222222222222221,Single,Transfer and Change,Agriculture and Environtment,1,03,03,02,Professionals and Specialists,Agricultural and Forestry Workers,0,1,1,0
Graduate,3532,1,151.0,137.0,18,0,10,10,10,0,14.2,Single,General Continent,Social Services and Management,1,02,02,01,Administrative Staff,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,1,0
Dropout,3533,1,133.1,120.0,45,0,0,12,24,0,0.0,In Relationship,Other,Agriculture and Environtment,1,01,00,00,Students,Students,1,0,1,0
Dropout,3534,1,120.0,120.5,30,0,2,10,10,0,5.5,Single,Other,Social Services and Management,0,02,00,00,Students,Students,0,1,1,0
Dropout,3535,1,120.0,118.1,28,22,22,28,30,0,11.666666666666668,Single,Transfer and Change,Social Services and Management,0,03,02,05,Administrative Staff,Armed Forces Professions,0,1,1,0
Dropout,3536,1,110.0,139.0,40,0,0,10,0,0,0.0,Single,Other,Social Services and Management,0,02,01,01,Unskilled Workers,Unskilled Workers,0,1,1,0
Dropout,3537,2,133.1,116.3,32,0,0,10,14,0,0.0,Single,Other,Social Services and Management,1,01,01,02,Administrative Staff,Armed Forces Professions,0,0,1,0
Dropout,3538,5,118.0,120.5,19,0,8,12,24,0,11.375,Single,General Continent,Agriculture and Environtment,1,02,02,01,Service Workers and Sellers,Service Workers and Sellers,0,1,1,0
Graduate,3539,1,139.0,134.9,20,0,12,12,14,1,12.916666666666666,Single,General Continent,Design and Creativity,1,02,02,02,Intermediate Level Technicians and Professions,Unskilled Workers,0,1,1,0
Dropout,3540,1,130.0,123.0,18,0,1,10,17,0,5.0,Single,General Continent,Technology and Engineering,1,02,02,03,Administrative Staff,Professionals and Specialists,0,1,1,0
Dropout,3541,1,132.0,122.9,20,0,8,12,15,0,12.25,Single,General Continent,Social Services and Management,1,02,01,01,Unskilled Workers,Unskilled Workers,0,0,1,0
Enrolled,3542,1,100.0,140.0,39,0,8,10,14,0,12.5,Single,Other,Social Services and Management,0,02,01,01,Unskilled Workers,Administrative Staff,0,1,1,0
Enrolled,3543,1,120.0,122.5,19,0,10,12,22,0,13.633333333333333,Single,General Continent,Health and Care,1,02,02,01,Administrative Staff,Installation and Machine Operators and Assembly Workers,0,0,1,0
Enrolled,3544,1,133.1,121.5,38,0,5,10,20,1,10.916666666666668,Single,Other,Social Services and Management,0,01,01,01,Unskilled Workers,Unskilled Workers,0,1,1,0
Graduate,3545,3,156.0,132.3,18,0,12,14,14,0,13.266666666666666,Single,General Continent,Health and Care,1,02,02,01,Administrative Staff,Unskilled Workers,0,1,1,1
Graduate,3546,4,143.0,131.5,18,0,15,15,16,0,13.35,Single,General Continent,Health and Care,1,02,02,01,Unskilled Workers,Agricultural and Forestry Workers,0,1,1,1
Dropout,3547,1,133.1,128.2,28,0,0,10,14,0,0.0,In Relationship,Transfer and Change,Agriculture and Environtment,1,01,00,00,Students,Students,0,1,1,0
Dropout,3548,1,140.0,148.0,31,0,0,12,20,0,0.0,Single,Other,Social Services and Management,1,02,01,01,Unskilled Workers,Unskilled Workers,0,0,1,0
Graduate,3549,1,127.0,121.5,23,0,12,14,14,0,13.483333333333334,Single,General Continent,Health and Care,1,02,04,02,Intermediate Level Technicians and Professions,Unskilled Workers,0,1,1,0
Enrolled,3550,1,135.0,135.4,21,0,11,15,21,0,12.3625,Single,General Continent,Health and Care,1,02,01,02,Unskilled Workers,Unskilled Workers,0,1,1,0
Dropout,3551,1,133.1,139.0,33,0,0,11,14,0,0.0,Single,Other,Social Services and Management,1,01,01,01,Unskilled Workers,Unskilled Workers,1,0,1,0
Dropout,3552,1,120.0,113.4,22,0,6,10,18,0,12.333333333333332,Single,Transfer and Change,Social Services and Management,1,02,01,01,Service Workers and Sellers,Intermediate Level Technicians and Professions,0,1,1,0
Dropout,3553,1,150.0,150.0,20,0,10,10,13,0,17.107142857142858,Single,Other,Technology and Engineering,1,03,02,01,Unskilled Workers,Unskilled Workers,1,1,1,0
Enrolled,3554,1,123.0,122.0,19,0,11,12,16,0,13.183333333333334,Single,General Continent,Social Services and Management,1,02,01,01,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,1,1,1,0
Graduate,3555,1,150.0,150.0,20,2,12,12,18,0,13.471428571428572,Single,Other,Health and Care,1,03,01,01,Administrative Staff,Professionals and Specialists,0,1,1,0
Enrolled,3556,1,133.1,119.3,25,0,10,12,18,0,11.483333333333334,Single,Other,Agriculture and Environtment,1,01,01,01,Service Workers and Sellers,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,1,0
Dropout,3557,1,130.0,140.0,25,0,0,12,0,0,0.0,Single,Other,Agriculture and Environtment,1,02,02,02,Unskilled Workers,Administrative Staff,0,0,1,0
Enrolled,3558,4,140.0,125.0,19,0,12,12,15,0,12.404761904761905,Single,General Continent,Design and Creativity,1,02,05,02,Professionals and Specialists,Armed Forces Professions,0,1,1,0
Graduate,3559,1,141.0,140.7,20,0,9,10,11,1,13.55,Single,General Continent,Social Services and Management,1,02,04,02,Professionals and Specialists,Administrative Staff,0,1,1,0
Enrolled,3560,1,133.1,100.0,33,0,5,14,16,0,6.53,In Relationship,Other,Health and Care,1,01,02,02,Administrative Staff,Administrative Staff,0,1,1,0
Graduate,3561,5,146.0,146.7,19,0,12,12,15,0,13.729166666666668,Single,General Continent,Social Services and Management,1,02,02,01,Service Workers and Sellers,Service Workers and Sellers,0,1,1,0
Dropout,3562,1,133.1,96.0,31,0,0,10,10,0,0.0,Single,Other,Agriculture and Environtment,1,01,00,00,Other,Other,0,1,1,0
Dropout,3563,1,160.0,160.0,24,4,4,13,13,0,16.0,Single,Other,Technology and Engineering,1,03,03,01,Professionals and Specialists,Intermediate Level Technicians and Professions,1,0,1,0
Dropout,3564,1,130.0,130.0,23,0,0,10,10,0,0.0,Single,Other,Technology and Engineering,1,03,02,03,Intermediate Level Technicians and Professions,Administrative Staff,1,0,1,0
Dropout,3565,1,160.0,130.0,26,0,6,10,23,0,10.666666666666666,In Relationship,Other,Social Services and Management,0,02,02,03,Professionals and Specialists,Professionals and Specialists,0,0,1,1
Graduate,3566,1,140.0,140.0,38,27,36,36,36,0,14.5,In Relationship,Transfer and Change,Design and Creativity,1,04,01,01,Agricultural and Forestry Workers,Agricultural and Forestry Workers,0,1,1,0
Graduate,3567,6,126.0,116.6,20,0,10,10,13,0,13.9,Single,General Continent,Technology and Engineering,1,02,02,02,"Skilled Workers in Industry, Construction, and Craftsmen",Intermediate Level Technicians and Professions,0,1,1,1
Graduate,3568,5,118.0,120.5,20,0,8,10,21,0,13.452380952380953,Single,General Continent,Technology and Engineering,1,02,02,02,Unskilled Workers,Unskilled Workers,0,1,1,0
Dropout,3569,1,133.1,103.0,25,0,0,12,0,0,0.0,Single,Other,Health and Care,1,01,03,02,Professionals and Specialists,Service Workers and Sellers,0,1,1,0
Graduate,3570,2,121.0,111.9,19,0,9,12,19,0,11.6,Single,General Continent,Design and Creativity,1,02,02,02,Administrative Staff,Administrative Staff,0,1,1,0
Graduate,3571,1,148.0,148.7,18,0,10,10,14,0,16.1,Single,General Continent,Technology and Engineering,1,02,02,01,Administrative Staff,Service Workers and Sellers,0,1,1,0
Dropout,3572,1,133.1,120.0,28,12,12,24,26,0,10.442857142857143,Single,Transfer and Change,Social Services and Management,0,01,02,01,Unskilled Workers,Unskilled Workers,0,1,1,0
Enrolled,3573,2,140.0,125.7,18,0,0,10,10,0,0.0,Single,General Continent,Technology and Engineering,1,02,02,02,Unskilled Workers,Unskilled Workers,0,1,1,0
